epoch,accuracy,loss,val_accuracy,val_loss
0,0.8744524121284485,0.5898046493530273,0.8766447305679321,0.5669196844100952
1,0.8748956918716431,0.5784769654273987,0.8768796920776367,0.5632921457290649
2,0.8748435378074646,0.5762706995010376,0.8764097690582275,0.5660632848739624
3,0.8748956918716431,0.5736604928970337,0.8764097690582275,0.5651816129684448
4,0.8748956918716431,0.5716696381568909,0.8764097690582275,0.5623121857643127
5,0.8748696446418762,0.5706286430358887,0.8766447305679321,0.5619718432426453
6,0.8749478459358215,0.5703486800193787,0.8773496150970459,0.5589572191238403
7,0.8748435378074646,0.5704519748687744,0.8766447305679321,0.5618307590484619
8,0.8748696446418762,0.5703753232955933,0.8766447305679321,0.5609543323516846
9,0.8748435378074646,0.5704545974731445,0.8764097690582275,0.561892569065094
10,0.8748435378074646,0.5703549981117249,0.8764097690582275,0.5623369216918945
11,0.8748696446418762,0.5703531503677368,0.8766447305679321,0.5619425177574158
12,0.8748435378074646,0.570277214050293,0.8764097690582275,0.5618137717247009
13,0.8748696446418762,0.5702481865882874,0.8764097690582275,0.5617801547050476
14,0.8748956918716431,0.5700840353965759,0.8766447305679321,0.5613546371459961
15,0.8748435378074646,0.5701249837875366,0.8768796920776367,0.5600110292434692
16,0.8748696446418762,0.5701627731323242,0.8768796920776367,0.5602450370788574
17,0.8748696446418762,0.5699940323829651,0.8764097690582275,0.5621064305305481
18,0.8749217987060547,0.5697001814842224,0.8764097690582275,0.5619566440582275
19,0.8748696446418762,0.5702213048934937,0.8766447305679321,0.5607291460037231
20,0.8749217987060547,0.5699207782745361,0.8768796920776367,0.5601605772972107
21,0.8748174905776978,0.5700976252555847,0.8764097690582275,0.5616136789321899
22,0.8748435378074646,0.5700832605361938,0.8766447305679321,0.5610749125480652
23,0.8749217987060547,0.5695798993110657,0.8764097690582275,0.5648522973060608
24,0.8748435378074646,0.5700738430023193,0.8766447305679321,0.5613639950752258
25,0.8748435378074646,0.5699207782745361,0.8768796920776367,0.559839129447937
26,0.8748435378074646,0.5698053240776062,0.8764097690582275,0.5623051524162292
27,0.8748435378074646,0.5700837969779968,0.8768796920776367,0.5605584383010864
28,0.8749217987060547,0.5697320699691772,0.8764097690582275,0.5615902543067932
29,0.8748956918716431,0.569915771484375,0.8768796920776367,0.5598855018615723
30,0.8748435378074646,0.5698192119598389,0.8764097690582275,0.5618755221366882
31,0.8748435378074646,0.5699295401573181,0.8764097690582275,0.5616575479507446
32,0.8748435378074646,0.5700499415397644,0.8764097690582275,0.5617685914039612
33,0.8748956918716431,0.569759726524353,0.8766447305679321,0.5603682398796082
34,0.8748956918716431,0.5697975158691406,0.8766447305679321,0.5611331462860107
35,0.8748696446418762,0.5698091387748718,0.8764097690582275,0.5629163384437561
36,0.8748956918716431,0.5697827935218811,0.8771146535873413,0.5588966608047485
37,0.8748174905776978,0.569961428642273,0.8764097690582275,0.5625801086425781
38,0.8748696446418762,0.5697194933891296,0.8766447305679321,0.5606138706207275
39,0.8748696446418762,0.5699182748794556,0.8768796920776367,0.5600089430809021
40,0.8748435378074646,0.569799542427063,0.8764097690582275,0.5621657371520996
41,0.8748435378074646,0.56972736120224,0.8764097690582275,0.562468945980072
42,0.8748174905776978,0.5698273777961731,0.8766447305679321,0.5610519647598267
43,0.8748696446418762,0.5696988105773926,0.8766447305679321,0.5605847835540771
44,0.8748696446418762,0.5695617198944092,0.8771146535873413,0.5590737462043762
45,0.8748435378074646,0.5698292255401611,0.8766447305679321,0.5607395768165588
46,0.8748956918716431,0.569722592830658,0.8768796920776367,0.5595808029174805
47,0.8748696446418762,0.5697929263114929,0.8766447305679321,0.5606867074966431
48,0.8748696446418762,0.5696538090705872,0.8768796920776367,0.5604430437088013
49,0.8748696446418762,0.5694772601127625,0.8764097690582275,0.5631736516952515
50,0.8748174905776978,0.5698817372322083,0.8764097690582275,0.5615466237068176
51,0.8748435378074646,0.569797158241272,0.8768796920776367,0.560394287109375
52,0.8748174905776978,0.5697868466377258,0.8771146535873413,0.5625313520431519
53,0.8748435378074646,0.5698233842849731,0.8764097690582275,0.5614515542984009
54,0.8748696446418762,0.5695399641990662,0.8766447305679321,0.5608149170875549
55,0.8748174905776978,0.5697557330131531,0.8764097690582275,0.562148928642273
56,0.8748435378074646,0.5698578357696533,0.8768796920776367,0.5602912902832031
