epoch,accuracy,loss,val_accuracy,val_loss
0,0.8940931558609009,0.3776404857635498,0.923872172832489,0.2270820140838623
1,0.940814197063446,0.1896030753850937,0.9427866339683533,0.16883693635463715
2,0.9608751535415649,0.1277829259634018,0.9618186354637146,0.12134751677513123
3,0.9743078351020813,0.09342857450246811,0.9762687683105469,0.0886663943529129
4,0.9766541719436646,0.08360130339860916,0.967575192451477,0.10189726948738098
5,0.9829598665237427,0.06494634598493576,0.97720867395401,0.08067255467176437
6,0.9825785756111145,0.06441270560026169,0.9777960777282715,0.07234857231378555
7,0.9845436215400696,0.05816372111439705,0.9770911931991577,0.07434141635894775
8,0.9847196340560913,0.058211684226989746,0.9775611162185669,0.07391457259654999
9,0.9865086674690247,0.05110519006848335,0.972744345664978,0.09739422798156738
10,0.9859514236450195,0.053233083337545395,0.9828477501869202,0.0638459175825119
11,0.9883270859718323,0.0464043989777565,0.9700422883033752,0.10315997898578644
12,0.9870952367782593,0.049558114260435104,0.9785009622573853,0.07840639352798462
13,0.9901454448699951,0.04082736372947693,0.9802631735801697,0.0689433142542839
14,0.9873592257499695,0.04747038334608078,0.9833176732063293,0.06237597391009331
15,0.989529550075531,0.04314352944493294,0.9834351539611816,0.06385485082864761
16,0.9897642135620117,0.042214665561914444,0.9777960777282715,0.09048838168382645
17,0.9892656207084656,0.04257851466536522,0.9775611162185669,0.07615017890930176
18,0.9890309572219849,0.04276194050908089,0.978383481502533,0.07408418506383896
19,0.9891482591629028,0.0437188595533371,0.9797932505607605,0.0728146880865097
20,0.9884737133979797,0.04558191075921059,0.9808505773544312,0.06863604485988617
21,0.9909666776657104,0.03608940169215202,0.9775611162185669,0.0759674459695816
22,0.989646852016449,0.04203896224498749,0.9753289222717285,0.08637972176074982
23,0.9907907247543335,0.03747215121984482,0.9808505773544312,0.0682208389043808
24,0.9883564114570618,0.04350699484348297,0.9770911931991577,0.0959988608956337
25,0.9911426305770874,0.0368022620677948,0.9810855388641357,0.07832828164100647
26,0.9906147122383118,0.03710155934095383,0.9662829041481018,0.12133988738059998
27,0.9901161193847656,0.03990248218178749,0.984375,0.0679577961564064
28,0.9904387593269348,0.03929010033607483,0.9688674807548523,0.10964751243591309
29,0.9901748299598694,0.04143267497420311,0.9790883660316467,0.0754961222410202
30,0.9902334809303284,0.03990466520190239,0.9779135584831238,0.08805646747350693
31,0.9911133050918579,0.03733421489596367,0.9806156158447266,0.08353523164987564
32,0.9897055625915527,0.042894575744867325,0.9801456928253174,0.071162149310112
33,0.9908493757247925,0.036516088992357254,0.9788534045219421,0.08040914684534073
34,0.9887083768844604,0.04828408733010292,0.9761512875556946,0.09401917457580566
35,0.9906733632087708,0.038737669587135315,0.9779135584831238,0.08849406242370605
36,0.9898815155029297,0.03981062397360802,0.9790883660316467,0.09074028581380844
37,0.9885616898536682,0.04578837379813194,0.9773261547088623,0.07721278071403503
38,0.991611897945404,0.036351438611745834,0.9821428656578064,0.06930311024188995
39,0.989412248134613,0.04459384083747864,0.9753289222717285,0.1035468652844429
40,0.9902921319007874,0.039211828261613846,0.9688674807548523,0.12573745846748352
41,0.9896175265312195,0.041520267724990845,0.9779135584831238,0.10134749859571457
42,0.9912599921226501,0.03789230436086655,0.9775611162185669,0.08703287690877914
43,0.9913772940635681,0.039011258631944656,0.9785009622573853,0.08566716313362122
