epoch,accuracy,loss,val_accuracy,val_loss
0,0.4744192361831665,1.0275495052337646,0.4690265357494354,1.018499493598938
1,0.5414823293685913,0.9308066368103027,0.6172566413879395,0.8337852954864502
2,0.6821073293685913,0.7327916622161865,0.7295354008674622,0.6487727165222168
3,0.7938329577445984,0.5380073189735413,0.8329645991325378,0.4702104330062866
4,0.8689159154891968,0.38506147265434265,0.8484513163566589,0.46008309721946716
5,0.9056969285011292,0.29484128952026367,0.894911527633667,0.3440173268318176
6,0.9325221180915833,0.23255793750286102,0.894911527633667,0.34036409854888916
7,0.950912594795227,0.19138449430465698,0.8921459913253784,0.3349311053752899
8,0.9690265655517578,0.14016839861869812,0.9181416034698486,0.2763623893260956
9,0.971238911151886,0.12892422080039978,0.9021017551422119,0.3336588740348816
10,0.9737278819084167,0.11716155707836151,0.9131637215614319,0.28354576230049133
11,0.9723451137542725,0.11666220426559448,0.9103982448577881,0.2924705445766449
12,0.9760785102844238,0.11174172163009644,0.9153761267662048,0.3060280680656433
13,0.9811946749687195,0.09085466712713242,0.9236725568771362,0.2444688230752945
14,0.9922566413879395,0.0600552000105381,0.935287594795227,0.20343616604804993
15,0.9793971180915833,0.09295450150966644,0.8921459913253784,0.35872146487236023
16,0.9852046370506287,0.07670614868402481,0.9253318309783936,0.2520570456981659
17,0.9882466793060303,0.06360398232936859,0.919800877571106,0.26536768674850464
18,0.9896294474601746,0.059096809476614,0.9303097128868103,0.23306159675121307
19,0.9699944853782654,0.10916060954332352,0.9247787594795227,0.26718536019325256
20,0.9904590845108032,0.05560935288667679,0.9148229956626892,0.31016066670417786
21,0.9806416034698486,0.08052874356508255,0.9142699241638184,0.2850261330604553
22,0.9919800758361816,0.049885887652635574,0.92643803358078,0.251030832529068
23,0.9882466793060303,0.058038998395204544,0.9247787594795227,0.2521663010120392
24,0.9872787594795227,0.06183309108018875,0.9181416034698486,0.3185253441333771
25,0.9854812026023865,0.07075747847557068,0.9325221180915833,0.252000629901886
26,0.9887997508049011,0.052662670612335205,0.9137167930603027,0.2716662287712097
27,0.9713771939277649,0.10393281280994415,0.9186946749687195,0.2940475046634674
28,0.9905973672866821,0.050202760845422745,0.9026548862457275,0.31761711835861206
29,0.9878318309783936,0.05760782212018967,0.9292035102844238,0.26411622762680054
30,0.9941924810409546,0.035708874464035034,0.9308628439903259,0.23674975335597992
31,0.9959900379180908,0.027351416647434235,0.9380530714988708,0.21512149274349213
32,0.9773229956626892,0.08737597614526749,0.9081858396530151,0.30638715624809265
33,0.9763550758361816,0.09046407043933868,0.9186946749687195,0.3073957860469818
34,0.9876936078071594,0.057122476398944855,0.9308628439903259,0.24492813646793365
35,0.9946073293685913,0.03612501546740532,0.9314159154891968,0.22966934740543365
36,0.9937776327133179,0.034267935901880264,0.9380530714988708,0.22379544377326965
37,0.9955752491950989,0.02781662531197071,0.9292035102844238,0.24690480530261993
38,0.9854812026023865,0.06014786288142204,0.877212405204773,0.48314157128334045
39,0.9628041982650757,0.12723100185394287,0.9214601516723633,0.2748487889766693
40,0.993224561214447,0.03714765980839729,0.9380530714988708,0.22740872204303741
41,0.9962666034698486,0.02694159559905529,0.935287594795227,0.19873368740081787
42,0.9856194853782654,0.0599362812936306,0.9026548862457275,0.37682491540908813
43,0.9860342741012573,0.05401279777288437,0.9336283206939697,0.22085820138454437
44,0.9939159154891968,0.03699738159775734,0.9164823293685913,0.2852466404438019
45,0.98893803358078,0.050728704780340195,0.9137167930603027,0.2993505299091339
46,0.9904590845108032,0.04151825234293938,0.9297566413879395,0.2543661892414093
47,0.9857577681541443,0.05668753385543823,0.917588472366333,0.28740766644477844
48,0.9919800758361816,0.03800615668296814,0.9186946749687195,0.31942006945610046
49,0.9890763163566589,0.048140283674001694,0.9269911646842957,0.2534850835800171
