epoch,accuracy,loss,val_accuracy,val_loss
0,0.7970632314682007,0.4212980270385742,0.8155242204666138,0.3511342704296112
1,0.8339608311653137,0.32902735471725464,0.8583669066429138,0.293272465467453
2,0.8785140514373779,0.2588426470756531,0.8785282373428345,0.2764396369457245
3,0.9096385836601257,0.2029080092906952,0.8845766186714172,0.2539407014846802
4,0.9381275177001953,0.16156524419784546,0.9400201439857483,0.1557212918996811
5,0.9529367685317993,0.12908907234668732,0.9385080933570862,0.14977866411209106
6,0.9661144614219666,0.10059808939695358,0.9122983813285828,0.21754105389118195
7,0.9583333134651184,0.11242996156215668,0.9571572542190552,0.12135083228349686
8,0.9741466045379639,0.08227887004613876,0.9556451439857483,0.12544995546340942
9,0.9774096608161926,0.0729917362332344,0.9672378897666931,0.0894646942615509
10,0.9809237122535706,0.060269393026828766,0.96875,0.10295024514198303
11,0.9848142862319946,0.057505086064338684,0.9611895084381104,0.12857648730278015
12,0.9833082556724548,0.05562339723110199,0.9722782373428345,0.08510350435972214
13,0.9792921543121338,0.06539297848939896,0.9642137289047241,0.10072196274995804
14,0.9829317331314087,0.05559694394469261,0.9692540168762207,0.08786313235759735
15,0.9874498248100281,0.043289944529533386,0.9596773982048035,0.1121152713894844
16,0.9848142862319946,0.051281556487083435,0.9697580933570862,0.09623295813798904
17,0.9902108311653137,0.036480862647295,0.9803427457809448,0.06843222677707672
18,0.9833082556724548,0.05666325241327286,0.9627016186714172,0.11392693966627121
19,0.9917168617248535,0.03239940479397774,0.9692540168762207,0.0829840674996376
20,0.985316276550293,0.04993828758597374,0.9647177457809448,0.10333743691444397
21,0.9912148714065552,0.0337040014564991,0.9632056355476379,0.11195465177297592
22,0.9946033954620361,0.02276293933391571,0.975806474685669,0.07784019410610199
23,0.9766566157341003,0.06933607906103134,0.975806474685669,0.06908969581127167
24,0.9930973649024963,0.02767225354909897,0.9692540168762207,0.10829528421163559
25,0.9883283376693726,0.0412592850625515,0.9712701439857483,0.09030186384916306
26,0.9932228922843933,0.02595628798007965,0.977318525314331,0.08005864173173904
27,0.9929718971252441,0.027510991320014,0.9753023982048035,0.07597684860229492
28,0.9918423891067505,0.033363502472639084,0.9485887289047241,0.14710970222949982
29,0.9813001751899719,0.06463712453842163,0.9742943644523621,0.08480323106050491
30,0.9915913939476013,0.03457299619913101,0.9742943644523621,0.07858283817768097
31,0.9919678568840027,0.028743652626872063,0.9753023982048035,0.08441112190485
32,0.9858182668685913,0.04380827397108078,0.961693525314331,0.12100299447774887
33,0.9920933842658997,0.02908683940768242,0.9697580933570862,0.07626783102750778
34,0.9954819083213806,0.02035476453602314,0.9707661271095276,0.08450869470834732
35,0.9825552105903625,0.0587584488093853,0.9642137289047241,0.09654410928487778
36,0.9933484196662903,0.02802351675927639,0.9778226017951965,0.07257164269685745
37,0.9918423891067505,0.031133901327848434,0.9702621102333069,0.09778958559036255
38,0.9902108311653137,0.0349658764898777,0.9742943644523621,0.07650250196456909
39,0.9959839582443237,0.016977982595562935,0.9763104915618896,0.06502119451761246
40,0.9959839582443237,0.017423471435904503,0.9662298560142517,0.09368661046028137
41,0.9792921543121338,0.06543566286563873,0.9611895084381104,0.11469358205795288
42,0.9893323183059692,0.03686792030930519,0.9697580933570862,0.10440757870674133
43,0.9897088408470154,0.03427921235561371,0.9747983813285828,0.08865176141262054
44,0.9912148714065552,0.030737677589058876,0.9727822542190552,0.09437943994998932
45,0.994352400302887,0.02159980870783329,0.9677419066429138,0.09523884207010269
46,0.9919678568840027,0.030491327866911888,0.9591733813285828,0.12496218830347061
47,0.9885793328285217,0.044038016349077225,0.9662298560142517,0.11603732407093048
48,0.9898343086242676,0.03425293043255806,0.9737903475761414,0.08345834165811539
49,0.9938504099845886,0.023517830297350883,0.9727822542190552,0.08848704397678375
